			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000193_INT	LTR	Gypsy	1079	5992	0	0	0	2074	2706	979	218	194	162	442	433	102	1032	1267	0	0	0	1062	841	1338	6158	0	672	0	294	0	0	139	0	198	1059	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000211	DNA	DTM	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000356_LTR	LTR	Copia	486	486	0	0	0	0	0	0	0	0	0	0	0	566	0	479	73	474	485	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000254	DNA	DTC	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000817_LTR	LTR	Copia	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	209	0	0	0	79	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000388_INT	LTR	Copia	0	0	0	0	0	0	4162	0	0	4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	1684	689	2802	2348	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000070	DNA	DTC	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000774_INT	LTR	Copia	1451	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000135	DNA	Helitron	6382	697	0	591	180	164	287	0	1927	545	118	128	218	79	62	359	106	570	294	716	425	242	145	579	0	197	332	26	36	150	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000727	DNA	DTM	0	0	0	0	0	0	0	0	0	0	10	0	0	0	204	0	0	21	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000242	DNA	DTT	1073	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000854_INT	LTR	Copia	0	0	0	0	4218	0	0	4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	4205	0	614	0	514	331	500	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000381	MITE	DTA	215	0	0	0	0	0	0	38	69	0	0	210	0	0	0	51	0	0	0	0	0	0	79	132	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000213	DNA	Helitron	5938	0	114	0	0	0	0	0	0	82	0	830	0	0	0	0	0	123	0	0	0	195	187	0	283	710	268	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000416	DNA	DTM	1692	348	455	1466	0	0	0	0	0	0	0	0	253	1459	1861	1704	782	0	95	601	95	0	432	72	41	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000724_INT	LTR	Gypsy	0	0	0	0	0	0	0	1296	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000535	DNA	Helitron	1671	0	160	265	0	71	0	0	45	42	37	0	429	216	622	51	666	727	846	1271	1306	1552	1468	540	765	430	196	899	314	210	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000343	MITE	DTM	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000778	DNA	Helitron	533	0	0	0	0	106	114	0	0	0	0	0	0	145	75	83	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000244	DNA	Helitron	11781	185	252	569	76	137	0	0	144	0	0	0	0	129	448	141	304	67	0	181	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000182	DNA	DTC	481	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	201	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000118	DNA	Helitron	8828	164	84	0	196	0	103	495	634	40	1294	2062	2731	1902	57	547	5403	6496	8730	4826	9964	5183	3631	4329	1478	3034	2374	2639	0	1349	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000828_LTR	LTR	unknown	496	0	0	282	214	0	0	973	1143	597	720	481	405	0	477	0	0	187	148	146	164	0	489	986	991	163	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000208	DNA	DTC	1174	787	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000517	DNA	Helitron	650	0	7155	169	152	0	0	0	0	42	45	431	1030	334	1286	722	2501	3441	3736	3902	9990	3826	8229	6090	1594	1072	739	535	1414	1046	473	1328	861	908	485	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000582	DNA	DTC	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	314	1366	766	1184	614	1956	220	441	306	239	0	200	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000411	DNA	DTA	975	0	110	974	0	0	134	989	1514	2230	5219	1832	11	623	178	131	1160	0	0	92	0	539	159	220	245	990	0	1104	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000333_LTR	LTR	unknown	512	0	0	0	0	0	0	0	52	81	91	0	0	0	0	0	79	0	234	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000875_LTR	LTR	Gypsy	740	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000006	DNA	Helitron	4741	104	0	0	0	0	0	0	0	148	86	492	68	103	464	371	76	320	0	0	504	290	0	0	61	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000548_INT	LTR	unknown	611	0	0	0	70	70	59	0	0	0	0	0	0	12	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000158	DNA	Helitron	10059	3889	73	0	0	213	0	0	312	147	207	139	278	587	143	129	0	0	228	0	1639	0	28	0	0	0	0	0	0	245	686	3107	419	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000702	DNA	DTH	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000167	DNA	Helitron	8674	0	70	0	0	0	0	0	0	0	48	0	205	708	904	642	680	2205	360	142	142	140	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000553_INT	LTR	Copia	8459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4217	0	0	0	0	0	0	121	0	0	0	0	416	707	1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000354	MITE	DTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000768_INT	LTR	unknown	3019	13280	36873	6745	5335	5729	0	0	159	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	53	257	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000157	DNA	Helitron	7364	158	0	116	290	1158	366	1736	437	1476	382	520	77	112	112	356	562	710	1290	2113	378	0	575	774	810	551	162	375	176	119	671	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000848_INT	LTR	Copia	4165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	183	364	171	112	2936	0	5765	362	0	451	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000223	DNA	Helitron	9488	92	0	0	125	36	0	59	238	121	0	0	63	284	123	144	216	0	807	47	207	511	529	236	518	292	83	602	851	100	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000601_LTR	LTR	Copia	484	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000180	DNA	Helitron	1385	0	0	0	434	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	298	398	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000482	MITE	DTM	580	0	0	62	0	0	0	0	0	0	166	293	1132	284	1180	894	883	88	380	436	130	246	145	0	0	734	0	122	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000445	MITE	DTA	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	123	231	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000567_LTR	LTR	Copia	725	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000579_LTR	LTR	Gypsy	695	577	707	265	1209	622	308	729	0	341	320	0	300	0	0	0	406	207	183	0	253	0	364	339	290	0	421	0	415	219	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000434	DNA	DTM	919	0	0	0	0	0	673	302	1458	393	1565	732	237	161	1026	1388	1808	6500	3094	3091	2627	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000428_INT	LTR	Copia	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5882	0	3621	3654	3070	1531	3008	2185	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000128	DNA	Helitron	5662	0	0	0	0	0	72	2728	3039	1047	609	633	5555	1675	2179	611	1468	1009	2914	3900	1815	1190	1302	1137	1359	1605	735	421	897	704	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000107	DNA	DTM	1340	72	51	94	0	0	0	0	0	0	131	0	0	189	7	0	0	110	420	682	69	0	54	527	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000002	DNA	Helitron	6297	0	0	706	0	340	263	493	0	47	681	0	643	1283	564	470	725	1196	1794	1591	1434	943	1581	382	174	412	533	0	197	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000518_LTR	LTR	Copia	500	0	0	500	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000186	DNA	DTC	5562	0	460	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000528	DNA	Helitron	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000177	DNA	DTM	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000178	DNA	DTM	1028	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000383_LTR	LTR	Gypsy	106	0	0	106	0	0	86	0	0	0	0	55	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000568_LTR	LTR	Gypsy	358	0	358	0	0	0	0	0	0	0	353	0	0	0	0	0	0	372	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000747_INT	LTR	unknown	1468	0	0	1493	1781	0	0	1039	583	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	71	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000241	DNA	DTC	695	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000062	DNA	Helitron	5844	83	0	894	0	0	0	0	0	63	0	0	40	0	0	0	0	0	0	265	0	106	449	260	140	166	121	0	0	0	0	0	123	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000590_LTR	LTR	Gypsy	1403	1403	1240	1122	829	753	1483	811	0	0	241	0	0	0	56	0	0	0	0	103	0	103	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000052	DNA	Helitron	6417	333	855	0	0	0	44	0	46	65	0	391	384	667	522	233	2149	621	2151	1626	2510	3023	1949	1707	2087	831	307	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000758_INT	LTR	Copia	4450	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	101	0	0	1299	0	0	1648	0	864	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000113	DNA	DTC	1268	293	0	351	556	0	432	413	194	0	61	0	188	101	137	261	96	680	832	1278	745	1138	495	105	0	631	747	691	98	238	266	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000168	DNA	DTM	185	1538	0	0	139	471	0	0	0	0	0	0	73	0	0	265	112	0	0	0	96	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000646	DNA	DTM	3081	3060	0	0	0	3324	2958	141	2987	5895	140	0	2902	1150	0	2757	2418	1651	15831	3088	2291	0	1489	575	3921	7462	4791	760	953	3023	2948	1921	2349	2282	1221	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000289_INT	LTR	Gypsy	5294	183	37846	9773	3828	8061	9630	2595	441	31	733	46	778	0	46	897	99	0	231	0	175	176	3909	278	1813	3076	913	3164	1402	2645	0	1228	3286	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000523	MITE	DTA	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000865_INT	LTR	Copia	4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2411	0	930	0	2846	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000406	DNA	DTM	10724	229	0	238	1895	0	125	0	0	0	90	0	0	0	0	0	54	78	0	0	0	0	363	0	377	0	331	150	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000203	DNA	Helitron	7723	1293	88	286	111	217	0	0	1058	528	1300	0	0	43	0	279	531	520	0	185	163	275	369	406	113	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000749	DNA	Helitron	11021	0	0	0	10989	1374	0	1761	3434	1163	1035	856	0	112	0	68	0	1865	337	5663	1941	0	2870	0	4691	0	641	1352	913	1481	507	658	0	221	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000010	DNA	DTC	1158	1281	0	0	44	0	33	0	0	0	0	0	0	124	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000024	DNA	DTT	1124	499	0	0	0	0	0	0	0	0	0	0	0	0	142	110	0	415	449	413	729	1577	1380	117	502	395	96	329	124	202	218	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000717_INT	LTR	Copia	0	0	0	4320	0	0	0	0	4285	3788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4276	101	306	232	0	0	0	0	639	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000831_INT	LTR	Copia	0	0	0	0	4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	324	0	2258	1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000577	DNA	Helitron	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000108	DNA	Helitron	4816	1599	891	441	2997	699	0	134	345	0	0	108	0	0	0	296	655	285	518	637	877	612	758	445	109	384	69	228	258	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000682_INT	LTR	Gypsy	0	0	0	0	0	0	4621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000703	DNA	DTC	0	3527	0	0	0	0	1310	1272	4184	66	0	69	11	0	0	0	205	322	156	0	0	970	329	171	276	159	1056	87	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000022	DNA	Helitron	6249	544	1712	1052	822	907	1220	1160	3003	2420	1567	1459	2517	1716	484	1204	1435	2130	1535	4407	1433	653	1425	487	84	958	487	790	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000016	DNA	Helitron	3842	166	1457	0	0	0	133	54	9	52	613	13	462	276	79	136	155	113	804	774	414	1313	1050	13	135	0	35	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000527	DNA	DTM	2349	0	0	0	0	453	0	0	0	0	0	0	0	0	0	163	0	0	322	255	228	294	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000731_INT	LTR	Gypsy	7210	0	0	545	0	624	4826	16234	28323	21681	32989	8526	2801	3575	419	2138	0	275	745	2582	5	99	2690	1090	559	74	482	215	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000797_LTR	LTR	Gypsy	517	115	0	0	418	3840	2187	4600	1552	2029	2392	2441	721	0	2623	0	1172	516	0	408	0	518	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000507	DNA	Helitron	562	0	0	559	2754	0	1844	0	0	0	0	0	173	0	134	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000880_INT	LTR	unknown	1384	0	0	0	101	0	0	0	0	0	0	84	0	0	95	0	101	0	0	130	0	0	0	0	0	91	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000448_INT	LTR	Gypsy	5039	0	0	842	0	0	3173	0	0	0	2593	714	51	0	1955	269	0	2060	2130	1931	0	5899	1216	3886	0	348	0	423	13046	0	3763	755	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000316_LTR	LTR	Gypsy	206	531	0	0	324	322	342	0	544	95	193	95	189	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000361_LTR	LTR	Copia	725	0	0	0	725	0	61	840	0	723	1751	760	61	718	0	66	105	470	53	441	503	388	617	0	0	0	601	0	356	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000402	DNA	DTM	917	3671	2067	1837	756	480	1229	0	0	0	0	44	0	0	0	73	119	78	73	129	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000833	DNA	DTM	1007	0	0	0	0	0	0	0	0	0	0	0	156	0	174	393	168	2400	1911	780	800	2487	354	1926	726	514	429	0	203	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000728	DNA	Helitron	0	0	583	444	1453	455	2632	520	486	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000511_LTR	LTR	Copia	286	0	0	574	289	578	0	0	0	0	0	0	0	868	0	0	0	1325	573	267	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000711_LTR	LTR	Copia	4342	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000905	DNA	Helitron	7109	4328	0	4179	2383	0	0	0	0	2689	95	1436	0	1719	0	516	72	108	0	0	0	499	0	0	0	0	0	401	448	0	541	698	841	0	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000360_INT	LTR	Copia	1520	0	0	0	0	0	0	0	0	0	38	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	399	103	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000034	DNA	Helitron	5791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000066	DNA	Helitron	8064	0	474	7666	7733	0	0	219	175	347	220	216	419	800	1150	1028	1433	1598	387	1028	503	733	803	269	533	652	609	154	142	208	141	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000141	DNA	DTM	635	59	0	0	0	0	0	0	119	0	0	0	0	43	0	15	0	0	72	14	21	19	265	0	0	221	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000472	DNA	DTM	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000373	MITE	DTC	301	0	275	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000268	DNA	DTC	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000056	DNA	Helitron	8493	0	557	0	243	330	108	591	248	528	792	45	683	179	801	299	533	147	509	242	392	0	524	636	335	241	123	551	139	430	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000452	DNA	Helitron	1005	0	0	0	0	0	2120	0	0	0	1092	203	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000396_INT	LTR	Gypsy	1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000286	DNA	Helitron	9549	2466	119	598	414	2844	1342	2588	4371	2754	459	3214	7669	7672	4527	2206	1063	1279	1497	1958	3810	2290	1120	1437	1585	984	2064	2727	4671	3516	6614	14142	14031	11724	12340	7792	3997	71	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000012	DNA	Helitron	15114	241	82	425	1170	776	771	638	602	328	300	463	308	187	284	749	92	424	1018	1354	811	264	228	706	73	0	65	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000462	DNA	Helitron	7555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000419_LTR	LTR	Gypsy	245	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000088	DNA	DTC	2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000292_INT	LTR	Gypsy	5529	0	0	20843	11735	3615	6770	19497	3539	11326	0	5058	4469	815	0	4264	7129	8240	9320	1299	0	2971	232	0	0	0	0	0	815	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
